,02E,02S,02W,02N,08E,08S,08W,08N,14E,14S,14W,14N,20E,20S,20W,20N
27105,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0
27106,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27107,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0
27108,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0
27109,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27110,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27111,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0
27112,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1
27113,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1
27114,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0
27115,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
27116,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27117,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1
27118,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0
27119,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0
27120,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
27121,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
27122,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27123,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0
27124,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
27125,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27126,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27127,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
27128,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0
27129,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0
27130,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0
27131,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1
27132,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0
27133,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
27134,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27135,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0
27136,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
27137,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
27138,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
27139,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1
27140,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0
27141,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27142,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27143,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27144,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0
27145,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1
27146,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0
27147,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
27148,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27149,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27150,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27151,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
27152,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
27153,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
27154,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
27155,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0
27156,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0
27157,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0
27158,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27159,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
27160,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0
27161,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
27162,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
27163,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0
27164,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
27165,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
27166,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0
27167,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0
27168,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
27169,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27170,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
27171,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1
27172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27173,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1
27174,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
27175,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
27176,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
27177,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
27178,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
27179,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0
27180,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27181,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0
27182,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
27183,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
27184,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
27185,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
27186,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27187,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0
27188,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27189,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1
27190,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27191,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27192,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1
27193,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
27194,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
27195,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0
27196,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
27197,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1
27198,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0
27199,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1
27200,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
27201,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0
27202,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27203,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
27204,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1
27205,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
27206,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1
27207,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0
27208,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27209,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27210,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
27211,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0
27212,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0
27213,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0
27214,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
27215,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27216,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
27217,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
27218,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
27219,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27220,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
27221,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
27222,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
27223,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
27224,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
27225,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
27226,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0
27227,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0
27228,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27229,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27230,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
27231,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
27232,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0
27233,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0
27234,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
27235,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
27236,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
27237,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1
27238,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
27239,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1
27240,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0
27453,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27454,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0
27455,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27456,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0
27457,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0
27458,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27459,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
27460,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0
27461,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
27462,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
27463,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27464,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27465,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27466,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0
27467,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0
27468,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27469,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
27470,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0
27471,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1
27472,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
27473,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27474,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0
27475,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27476,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27477,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
27478,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
27479,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
27480,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27481,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0
27482,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27483,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27484,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0
27485,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0
27486,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0
27487,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27488,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
27489,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0
27490,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0
27491,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0
27492,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
27493,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27494,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27495,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27496,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0
27497,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0
27498,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1
27499,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
27500,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0
27501,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
27502,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0
27503,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27504,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27505,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
27506,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0
27507,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0
27508,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27509,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
27510,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
27511,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27512,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27513,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
27514,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27515,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
27516,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0
27517,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27518,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27519,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27520,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
27521,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
27522,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0
27523,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27524,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
27525,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27526,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0
27527,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0
27528,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
27529,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27530,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
27531,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27532,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
27533,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27534,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0
27535,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
27536,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0
27537,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0
27538,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
27539,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
27540,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1
27541,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
27542,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27543,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1
27544,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
27545,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0
27546,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
27547,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
27548,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
27549,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0
27550,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0
27551,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0
27552,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1
27553,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0
27554,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
27555,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0
27556,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1
27557,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
27558,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
27559,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0
27560,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0
27561,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0
27562,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27563,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27564,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1
27565,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27566,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0
27567,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1
27568,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27569,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27570,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0
27571,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27572,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0
27573,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27574,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1
27575,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0
27576,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0
27577,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27578,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27579,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27580,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0
27581,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
27582,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
27583,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1
27584,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0
27585,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0
27586,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0
27587,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0
27588,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
27589,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
27590,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1
27591,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
27592,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0
27593,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1
27594,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
27595,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0
27596,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0
27597,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
27598,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0
27599,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
27600,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0
27601,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1
27602,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0
27603,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0
27604,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0
27605,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
30740,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1
30741,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1
30742,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
30743,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0
30744,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1
30745,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1
30746,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0
30747,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0
30748,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1
30749,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0
30750,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1
30751,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0
30752,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
30753,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
30754,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1
30755,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1
30756,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
30757,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
30758,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
30759,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1
30760,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0
30761,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0
30762,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
30763,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1
30764,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0
30765,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0
30766,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0
30767,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
30768,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0
30769,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0
30770,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0
30771,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0
30772,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
30773,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0
30774,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
30775,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0
30776,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1
30777,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1
30778,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0
30779,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0
30780,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1
30781,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0
30782,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0
30783,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
30784,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
30785,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0
30786,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
30787,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0
30788,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
30789,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0
30790,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1
30791,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
30792,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
30793,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0
30794,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1
30795,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1
30796,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
30797,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
30798,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0
30799,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0
30800,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
30801,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0
30802,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0
30803,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
30804,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
30805,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0
30806,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
30807,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
30808,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
30809,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0
30810,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0
30811,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
30812,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0
30813,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0
30814,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0
30815,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
30816,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1
30817,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0
30818,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
30819,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1
30820,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
30821,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0
30822,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1
30823,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1
30824,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0
30825,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0
30826,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
30827,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
30828,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
30829,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0
30830,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1
30831,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0
30832,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
30833,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
30834,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
30835,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1
30836,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0
30837,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0
30838,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
30839,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0
30840,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1
30841,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1
30842,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1
30843,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1
30844,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
30845,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
30846,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0
30847,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0
30848,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
